Ottoneu ID,Fangraphs ID,Name,Birthday,Positions,Bats,Throws,wOBA,wOBA vs LHP,wOBA vs RHP
22757,18042,Dylan Moore,1992-08-02,1B/2B/3B/OF,R,R,,0.29514776490526495,0.27920737562263553
14135,12155,Eddie Rosario,1991-09-28,OF,L,R,,0.24457932537198765,0.28643017811809807
38887,28022,Edgar Quero,2003-04-06,C,B,R,,0.304921851867518,0.30172297268680104
18890,17022,Edmundo Sosa,1996-03-06,2B/SS/3B,R,R,,0.30262911713742646,0.2964025803116932
38350,27534,Edouard Julien,1999-04-30,1B/2B,L,R,,0.2725662020192953,0.3187869086891068
4585,6153,Eduardo Escobar,1989-01-05,Util,B,R,,0.2983680785073864,0.27585102324116745
43129,sa3021208,Eduardo Quintero,2005-09-16,OF,R,R,,0.2744368024334577,0.26312055825039143
43726,sa3022162,Eduardo Tait,2006-08-27,C,L,R,,0.21742717093733083,0.25797528789336727
44975,sa3023944,Edward Florentino,2006-11-11,OF,L,R,,0.2206244301466457,0.2648318951701156
21837,19698,Edward Olivares,1996-03-06,Util,R,R,,0.30419166103730727,0.29400792658818836
40674,sa3017626,Edwin Arroyo,2003-08-25,SS,B,R,,0.28692166683367687,0.2839580698689741
20344,18316,Edwin Rios,1994-04-21,1B,L,R,,0.24843660122868128,0.28607757846620074
32192,19964,Eguy Rosario,1999-08-25,SS,R,R,,0.29621387044404246,0.27780183218271554
8445,8418,Ehire Adrianza,1989-08-21,Util,B,R,,0.2756105620464338,0.26914791479844247
22172,20543,Elehuris Montero,1998-08-17,Util,R,R,,0.3047862729126125,0.2889941067100096
31423,19346,Eli White,1994-06-26,OF,R,R,,0.2950495627428028,0.2820961160776441
47549,sa3069164,Eli Willits,2007-12-09,Util,B,R,,0.22216802799936694,0.22137238376690133
46343,sa3067674,Elian Pena,2007-10-19,SS,L,R,,0.20665285209110903,0.24405643636554958
9574,11680,Elias Diaz,1990-11-17,C,R,R,,0.28629692176236465,0.27389327334578867
36338,26668,Elly De La Cruz,2002-01-11,SS,B,R,,0.3256839142413264,0.34559644960026703
21751,17484,Eloy Jimenez,1996-11-27,OF,R,R,,0.30977332430505056,0.2970876742670464
44918,sa3023887,Emil Morales,2006-09-22,SS,R,R,,0.2517972045044702,0.2407770035786901
23053,19890,Emmanuel Rivera,1996-06-29,3B,R,R,,0.29914999222713484,0.28368138345663707
38456,sa3014693,Emmanuel Rodriguez,2003-02-28,OF,L,L,,0.26545369267434077,0.3165207850872864
35650,25332,Endy Rodriguez,2000-05-26,C/1B,B,R,,0.29286523067200326,0.29372379789581654
32266,21716,Enmanuel Valdez,1998-12-28,1B,L,R,,0.2751154959514575,0.3147790486096123
44242,sa3022917,Enrique Bradfield,2001-12-02,OF,L,L,,0.24736007851531006,0.2893870845849024
11508,10472,Enrique Hernandez,1991-08-24,1B/2B/3B/OF/RP,R,R,,0.2963186966972743,0.27905333944879074
29522,14111,Eric Haase,1992-12-18,C,R,R,,0.27013947700227403,0.25912012504113063
8631,3516,Eric Hosmer,1989-10-24,Util,L,L,,0.24535072080729176,0.2824614188028369
25806,23395,Eric Wagaman,1997-08-14,1B/OF,R,R,,0.3033845914834093,0.2918347915304304
31958,20352,Ernie Clement,1996-03-22,1B/2B/SS/3B,R,R,,0.31613984219424796,0.3065711704640141
39340,sa3015768,Esmerlyn Valdez,2004-01-27,OF,R,R,,0.3116877254132217,0.29910422424097816
32123,21780,Esteury Ruiz,1999-02-15,OF,R,R,,0.3127603114810153,0.29877112414904067
22663,19151,Estevan Florial,1997-11-25,Util,L,R,,0.2629993130467819,0.3053009334649195
47667,sa3031717,Ethan Frey,2004-03-15,OF,R,R,,0.24445098496369808,0.23375641277694997
47552,sa3069100,Ethan Holliday,2007-02-23,Util,L,R,,0.18332299937424998,0.2196044971782193
42727,sa3020881,Ethan Salas,2006-06-01,Util,L,R,,0.24246562195629764,0.2864373554483715
9668,12552,Eugenio Suarez,1991-07-18,3B,R,R,,0.32115854612411493,0.31415091057712363
38389,27790,Evan Carter,2002-08-29,OF,L,R,,0.2837180785261353,0.32797137684121913
23798,20078,Evan White,1996-04-26,Util,R,L,,0.2904621155130298,0.27616582423118924
33662,23695,Everson Pereira,2001-04-10,OF,R,R,,0.30286557235175626,0.2905456345185078
27162,23733,Ezequiel Duran,1999-05-22,1B/2B/SS/3B/OF,R,R,,0.3076925753039462,0.30134773729377157
35628,24064,Ezequiel Tovar,2001-08-01,SS,R,R,,0.28641873370465876,0.28080313406217505
42726,sa3023381,Felnin Celesten,2005-09-15,SS,B,R,,0.24545536249360053,0.24120372033476906
23682,19709,Fernando Tatis Jr.,1999-01-02,OF,R,R,,0.36478982528180365,0.35203153736178566
18417,16496,Forrest Wall,1995-11-20,OF,L,R,,0.25770096694672034,0.2908854657020517
37427,26121,Francisco Alvarez,2001-11-19,C,R,R,,0.34313803369119267,0.32427283218295966
18122,12916,Francisco Lindor,1993-11-14,SS,B,R,,0.3480157241925407,0.33588098075164524
43569,sa3021845,Franklin Arias,2005-11-19,SS,R,R,,0.3070512762846271,0.2976447878127207
30128,14566,Franmil Reyes,1995-07-07,Util,R,R,,0.3200523770313879,0.3008153274778723
5680,5361,Freddie Freeman,1989-09-12,1B,L,R,,0.32901957822133654,0.36596962059654814
32711,21840,Freddy Fermin,1995-05-16,C,R,R,,0.29963307034241476,0.2897096467505688
26408,22563,Gabriel Arias,2000-02-27,2B/SS,R,R,,0.2864535134634088,0.2863254297886313
39295,sa3015723,Gabriel Gonzalez,2004-01-04,OF,R,R,,0.3070851545489804,0.29748901780259035
26134,22664,Gabriel Moreno,2000-02-14,C,R,R,,0.33727488753591817,0.32513549217214016
42775,sa3020758,Gabriel Rincones Jr.,2001-03-03,OF,L,R,,0.2546180684544215,0.3019359100556776
38348,27573,Gage Workman,1999-10-24,SS/3B/OF,L,R,,0.2501025732051429,0.28924257319020164
19350,15279,Garrett Cooper,1990-12-25,1B,R,R,,0.29040774700219263,0.27767978724464065
31424,19262,Garrett Hampson,1994-10-10,2B/OF,R,R,,0.2684875096530248,0.2526950542683997
38325,27555,Garrett Mitchell,1998-09-04,OF,L,R,,0.2862760317748351,0.31561422807281087
20346,18067,Garrett Stubbs,1993-05-26,C,L,R,,0.25656637439178664,0.2834183523066338
14078,11442,Gary Sanchez,1992-12-02,C,R,R,,0.3238423042472695,0.3089025937683567
32576,19955,Gavin Lux,1997-11-23,2B/3B/OF,L,R,,0.2733264985570861,0.31257076968288416
31572,19901,Gavin Sheets,1996-04-23,1B/OF,L,L,,0.2725676270556093,0.31690923558321316
44470,sa3023233,George Lombard Jr.,2005-06-02,SS,R,R,,0.281277745315451,0.27054070823058796
18124,12856,George Springer,1989-09-19,OF,R,R,,0.3429318628685678,0.3332638228790217
33605,22541,George Valera,2000-11-13,OF,L,L,,0.27749014381865006,0.3109011238381005
26198,22799,Geraldo Perdomo,1999-10-22,SS,B,R,,0.34075188843665805,0.3367597895085215
5201,4949,Giancarlo Stanton,1989-11-08,OF,R,R,,0.3359499717871279,0.3144675104525696
31886,20233,Gilberto Celestino,1999-02-13,OF,R,L,,0.28787043693296877,0.27550750789183287
10002,10681,Giovanny Urshela,1991-10-11,3B,R,R,,0.2996690514005521,0.2921780180481908
18487,16997,Gleyber Torres,1996-12-13,2B,R,R,,0.34090905259735665,0.3226617472915147
42159,31363,Graham Pauley,2000-09-24,3B,L,R,,0.26970400877264133,0.29805347288476697
36867,25690,Grant McCray,2000-12-07,OF,L,R,,0.24425618775893568,0.28412160495292316
20381,16623,Greg Allen,1993-03-15,OF,B,R,,0.27629943822116093,0.2750477528820769
,12907,Gregory Polanco,1991-09-14,,L,L,,0.23699067582972297,0.2837461219445057
35928,21626,Griffin Conine,1997-07-11,OF,L,R,,0.28116476135078283,0.31412261249164247
,18721,Guillermo Heredia,1991-01-31,,R,L,,0.3137923796331964,0.29981223851970623
37806,26289,Gunnar Henderson,2001-06-29,SS,L,R,,0.30770454420454585,0.35473770626776835
26150,22707,Gustavo Campero,1997-09-20,OF,B,R,,0.30259135046028063,0.3013026759082546
38127,27506,Ha-Seong Kim,1995-10-17,2B/SS,R,R,,0.32791360159676597,0.3077843178638874
40817,sa3017863,Hao-Yu Lee,2003-02-03,2B/3B,R,R,,0.2912683295705641,0.2805237202046102
28285,14691,Harold Castro,1993-11-30,SS/3B,L,R,,0.24198566705556862,0.28670429465123076
18528,14387,Harold Ramirez,1994-09-06,Util,R,R,,0.30289476405457477,0.28769482650095696
21968,18030,Harrison Bader,1994-06-03,OF,R,R,,0.29769422009034635,0.29088787531225196
40675,29958,Harry Ford,2003-02-21,C,R,R,,0.30393560493315425,0.2905518153593422
44937,sa3023906,Hayden Alvarez,2007-03-19,OF,R,R,,0.23861224984556778,0.22925250649266543
39400,sa3015828,Hector Rodriguez,2004-03-11,OF,L,R,,0.2582587440995603,0.3022480353741543
23834,22515,Heliot Ramos,1999-09-07,OF,R,R,,0.32928164661441617,0.31676607749929436
42299,sa3020006,Henry Bolte,2003-08-04,OF,R,R,,0.3026952101818086,0.2904690657603575
40052,29617,Henry Davis,1999-09-21,C,R,R,,0.30042186398982346,0.2868758517390138
33954,24878,Heriberto Hernandez,1999-12-16,OF,R,R,,0.3119237408904724,0.2998427298621693
38319,31166,Heston Kjerstad,1999-02-12,OF,L,R,,0.2650068133705752,0.30110284434722334
,14446,Hiroyuki Nakajima,1982-07-31,,R,R,,0.2628928116943847,0.2540941544365473
23359,18027,Hoy Park,1996-04-07,Util,L,R,,0.2524304230005922,0.2899560739800249
18277,15117,Hunter Dozier,1991-08-22,Util,R,R,,0.265008417091123,0.2525119337625612
35399,23372,Hunter Feduccia,1997-06-05,C,L,R,,0.2543893429022533,0.29235369034714265
40389,29715,Hunter Goodman,1999-10-08,C,R,R,,0.3181630301935206,0.3064587771641288
18258,15464,Hunter Renfroe,1992-01-28,OF,R,R,,0.31242250819851347,0.2973082395566452
46089,35322,Hyeseong Kim,1999-01-27,2B/SS/OF,L,R,,0.27022878168782954,0.30007478077637867
,18718,Hyun-soo Kim,1988-01-12,,L,R,,0.25627053952154255,0.29445015797301843
18479,17919,Ian Happ,1994-08-12,OF,B,R,,0.3208710705427464,0.34082874957357173
16191,13324,Ildemaro Vargas,1991-07-16,1B/2B/3B,B,R,,0.3067101965245114,0.3027974968845803
36738,25477,Isaac Collins,1997-07-22,OF,R,R,,0.3123292942397227,0.317830236624266
23831,20036,Isaac Paredes,1999-02-18,3B,R,R,,0.3499268562434774,0.3380668339616666
19368,16512,Isiah Kiner-Falefa,1995-03-23,2B/SS/3B,R,R,,0.27774216686486364,0.2739233866009334
26099,20599,Ivan Herrera,2000-06-01,C,R,R,,0.3635129950295002,0.3452804870120443
31440,20084,J.C. Escarra,1995-04-24,C,L,R,,0.2844994011422499,0.30781546306682794
18544,16219,J.D. Davis,1993-04-27,3B,R,R,,0.30295680477531733,0.28981539726258987
5903,6184,J.D. Martinez,1987-08-21,Util,R,R,,0.31308452642457724,0.2938564377092274
37797,26368,J.J. Bleday,1997-11-10,OF,L,L,,0.29544313598136857,0.3349598760040888
18272,15491,J.P. Crawford,1995-01-11,SS,L,R,,0.30611747714381593,0.3306269834401516
33603,24451,J.P. Martinez,1996-03-21,Util,L,L,,0.24302506782697544,0.282204315340586
14864,11739,J.T. Realmuto,1991-03-18,C,R,R,,0.3050711810982978,0.3007299856575692
45720,35041,Jac Caglianone,2003-02-09,1B/OF,L,L,,0.3029470683571583,0.3316597929279672
42179,31437,Jace Jung,2000-10-04,2B/3B,L,R,,0.2664566064909012,0.3001450967372116
18290,12325,Jace Peterson,1990-05-09,Util,L,R,,0.24645159421195584,0.2846883591943667
32783,22244,Jack Suwinski,1998-07-29,OF,L,L,,0.26274476181999884,0.31657468416101997
18154,12984,Jackie Bradley Jr.,1990-04-19,Util,L,R,,0.21701242844545418,0.24914617445505918
39277,28806,Jackson Chourio,2004-03-11,OF,R,R,,0.34875238360486704,0.3367596256558994
42126,31781,Jackson Holliday,2003-12-04,2B/SS,L,R,,0.2831302211859847,0.3204480713222983
40142,29490,Jackson Merrill,2003-04-19,OF,L,R,,0.2980511822541694,0.33798601916170784
27057,23296,Jacob Amaya,1998-09-03,SS,R,R,,0.275064700248226,0.2640322310876746
38571,27599,Jacob Hurtubise,1997-12-11,OF,L,R,,0.2586553104330192,0.28889298059868757
18346,13329,Jacob Lamb,1990-10-09,1B,L,R,,0.24685175469971174,0.28478436011963454
42283,31661,Jacob Melton,2000-09-07,OF,L,L,,0.2525916140519253,0.28442076620169504
18495,16448,Jacob Nottingham,1995-04-03,Util,R,R,,0.26583526312373007,0.2509118206783992
42559,sa3020416,Jacob Reimer,2004-02-22,3B,R,R,,0.29750357573448144,0.28639743804617207
27620,13723,Jacob Stallings,1989-12-22,C,R,R,,0.2649811069098405,0.2589302343939726
44003,33266,Jacob Wilson,2002-03-30,SS,R,R,,0.3371559270540234,0.32816476203224226
40641,29931,Jacob Young,1999-07-27,OF,R,R,,0.2971678506404037,0.28715939025208587
39374,sa3015802,Jadher Areinamo,2003-11-28,2B/SS,R,R,,0.29476765830313767,0.28533241980404106
,19369,Jae-gyun Hwang,1987-07-28,,R,R,,0.2702966571357254,0.26104045297007034
22689,18872,Jahmai Jones,1997-08-04,OF,R,R,,0.3233992401812609,0.31013895797797786
41151,sa3018399,Jaison Chourio,2005-05-19,OF,B,R,,0.26405867564383495,0.2651821756797787
18522,15194,Jake Bauers,1995-10-06,1B/OF/RP,L,L,,0.28707716300821146,0.32647370127288483
23809,22275,Jake Burger,1996-04-10,1B,R,R,,0.32478391367459697,0.308553245698065
28789,14477,Jake Cave,1992-12-04,Util,L,L,,0.2523032010098392,0.30878932923059055
22004,18036,Jake Cronenworth,1994-01-21,1B/2B/SS,L,R,,0.28399123736831444,0.3197433384069553
31623,19260,Jake Fraley,1995-05-25,OF,L,L,,0.27620034768569174,0.31518495991904416
37660,26202,Jake Mangum,1996-03-08,OF,B,L,,0.30030038428943057,0.2882934455684013
13816,11339,Jake Marisnick,1991-03-30,Util,R,R,,0.28303701651960855,0.2659414341628216
34921,21622,Jake McCarthy,1997-07-30,OF,L,L,,0.2834953096974455,0.3152059298141137
26783,20308,Jake Meyers,1996-06-18,OF,R,L,,0.31376268515935973,0.30406111231737354
31753,19703,Jake Noll,1994-03-08,Util,R,R,,0.28562066415744314,0.27228715914109236
31755,19452,Jake Rogers,1995-04-18,C,R,R,,0.28834431592323084,0.2748126701917315
42169,31370,Jakob Marsee,2001-06-28,OF,L,L,,0.2778239979897851,0.3092620899425869
18424,12859,James McCann,1990-06-13,C,R,R,,0.28755233345063147,0.2722155919808781
35094,24770,James Outman,1997-05-14,OF,L,R,,0.25683407487875787,0.29667748717383097
45862,sa3025333,James Tibbs III,2002-10-01,OF,L,L,,0.26184277001789263,0.31042087797838464
40465,sa3017295,James Triantos,2003-01-29,2B/OF,R,R,,0.28736729494305385,0.27897388048126365
40188,29518,James Wood,2002-09-17,OF,L,R,,0.33567318998877016,0.36655820224863017
31985,19968,Jared Oliva,1995-11-27,OF,R,R,,0.2838962379192122,0.2722876435446751
45819,sa3025252,Jared Thomas,2003-07-01,OF,L,L,,0.2577609911307895,0.3039530928262406
36984,25807,Jared Triolo,1998-02-08,1B/2B/SS/3B,R,R,,0.31007201135165574,0.2964087775067415
20347,18607,Jared Walsh,1993-07-30,Util,L,L,,0.22751286502193915,0.2670086582640371
26976,20404,Jared Young,1995-07-09,1B/OF,L,R,,0.29436571767955283,0.3280984323925029
33617,22558,Jarred Kelenic,1999-07-16,OF,L,L,,0.2572815210929292,0.2920885572194344
33685,24617,Jarren Duran,1996-09-05,OF,L,R,,0.2778850382252409,0.324700175591888
31598,19806,Jason Delay,1995-03-07,C,R,R,,0.26015561585049063,0.24927278739607933
7549,4940,Jason Heyward,1989-08-09,OF,L,L,,0.2604308567950205,0.29358897780271603
19351,16429,Jason Martin,1995-09-05,Util,L,R,,0.26710929627701735,0.31315040278970147
21204,16686,Jason Vosler,1993-09-05,Util,L,R,,0.2551845209929102,0.29737521146371804
37635,28080,Jasson Dominguez,2003-02-07,OF,B,R,,0.3148887485554883,0.3262564912641122
18123,12979,Javier Baez,1992-12-01,2B/SS/3B/OF,R,R,,0.28725698841560143,0.2731421552909223
39140,28253,Javier Sanoja,2002-09-03,2B/SS/3B/OF/RP,R,R,,0.30807576791621666,0.3005427354039547
31775,19552,Jaylin Davis,1994-07-01,Util,R,R,,0.28954018180202074,0.27405134521639524
23762,20454,Jazz Chisholm,1998-02-01,2B/3B,L,R,,0.2862726558602288,0.3270765966002507
6307,5933,Jean Segura,1990-03-17,Util,R,R,,0.2807644771055363,0.26794656990603
38989,sa3015407,Jeferson Quero,2002-10-08,C,R,R,,0.2878477671885555,0.2780262563025713
18644,15362,Jeff McNeil,1992-04-08,2B/OF,L,R,,0.2987640925900455,0.3258302177053586
41322,sa3018571,Jefferson Rojas,2005-04-25,2B/SS,R,R,,0.2794707252919643,0.27069406855567946
23582,13621,Jeimer Candelario,1993-11-24,1B/3B,B,R,,0.2811652795694073,0.273144839052006
33503,21871,Jerar Encarnacion,1997-10-22,OF,R,R,,0.3008994245042756,0.288717004960196
35299,22239,Jeremiah Jackson,2000-03-26,SS/3B/OF,R,R,,0.2991824254433394,0.2905216484857546
35939,21636,Jeremy Pena,1997-09-22,SS,R,R,,0.33439048731236976,0.3161699828186715
18239,13590,Jesse Winker,1993-08-17,Util,L,L,,0.30024011157007124,0.3398616360101288
9974,11342,Jesus Aguilar,1990-06-30,Util,R,R,,0.2801610560835228,0.2673458976091222
45064,sa3024108,Jesus Made,2007-05-08,SS,B,R,,0.2918648842726907,0.2893017805970324
36199,sa3008916,Jesus Rodriguez,2002-04-23,C/3B,R,R,,0.31948037589776046,0.3073869131754491
22331,19913,Jesus Sanchez,1997-10-07,OF,L,R,,0.2769173189184777,0.3312619592893079
23822,22202,Jeter Downs,1998-07-27,Util,R,R,,0.29973134362660564,0.28549628978329633
42175,sa3020134,Jett Williams,2003-11-03,2B/SS/OF,R,R,,0.2957686540467247,0.2845775467268444
33905,24257,Jhonkensy Noel,2001-07-15,1B/OF,R,R,,0.3030628297387904,0.28855392186778694
39099,28142,Jhostynxon Garcia,2002-12-11,OF,R,R,,0.2889663272976787,0.27414098688405425
34803,23818,Ji-Hwan Bae,1999-07-26,OF,L,R,,0.26125832893669326,0.2969602479319479
14342,5452,Ji-Man Choi,1991-05-19,Util,L,R,,0.24952431535445976,0.3034851662718012
42144,31354,Jimmy Crooks,2001-07-19,C,L,R,,0.2607933260128397,0.2947702183390485
45713,sa3025154,JJ Wetherholt,2002-09-10,2B/SS,L,R,,0.3120958916748192,0.3432800343078812
23792,20220,Jo Adell,1999-04-08,OF,R,R,,0.33308929750633387,0.3099428239716741
14895,11899,Joc Pederson,1992-04-21,Util,L,L,,0.30115237905264575,0.3356741770221989
40520,sa3017374,Joe Mack,2002-12-27,C,L,R,,0.2512395124818471,0.2914250483974113
33613,21524,Joey Bart,1996-12-15,C,R,R,,0.30333889770701783,0.29786225820616197
18188,14128,Joey Gallo,1993-11-19,Util,L,R,,0.2537206804581209,0.30618512303834455
40301,29630,Joey Loperfido,1999-05-11,OF,L,R,,0.2641427965261054,0.29417208257570193
29736,14366,Joey Meneses,1992-05-06,1B,R,R,,0.3029180077785874,0.29051157821970963
36743,25493,Joey Ortiz,1998-07-14,SS,R,R,,0.30428605869140435,0.29482254190752066
23710,13853,Joey Wendle,1990-04-26,Util,L,R,,0.22662488923604485,0.2631508285787022
38424,27690,Joey Wiemer,1999-02-11,OF,R,R,,0.2877176785024671,0.2754472234026728
34059,24336,Johan Rojas,2000-08-14,OF,R,R,,0.28795366837831315,0.28133905516873947
23863,12547,John Hicks,1989-08-31,Util,R,R,,0.28485010929681565,0.2697579585968449
37175,26284,John Rave,1997-12-30,OF,L,L,,0.263036942619516,0.2974239697139036
26478,22530,Johnathan Rodriguez,1999-11-04,OF,R,R,,0.32453465857505165,0.30411890614505355
47541,sa3069248,JoJo Parker,2006-08-08,Util,L,R,,0.17679083036862564,0.20864002342101431
28931,12037,Jon Berti,1990-01-22,2B/3B,R,R,,0.2962485602000271,0.29003254229551223
35178,24703,Jonah Bride,1995-12-27,3B,R,R,,0.3065362768456881,0.2924067619103341
19360,16930,Jonah Heim,1995-06-27,C,B,R,,0.2939284150610554,0.2841603118598863
36070,26599,Jonatan Clase,2002-05-23,OF,B,R,,0.28730915579887745,0.2797087192897115
33217,21837,Jonathan Aranda,1998-05-23,1B,L,R,,0.3039473978156972,0.3477785750622253
19935,15104,Jonathan Davis,1992-05-12,Util,R,R,,0.27636898657256426,0.26298241431658964
33619,21523,Jonathan India,1994-12-15,2B/3B/OF,R,R,,0.3184200727033141,0.3108566774547371
12453,10441,Jonathan Singleton,1991-09-18,1B,L,L,,0.2535054051013597,0.2961689569378006
44199,sa3022864,Jonathon Long,2002-01-20,1B,R,R,,0.31868012802939405,0.3074117029786076
37916,26365,Jonny Deluca,1998-07-10,OF,R,R,,0.3052431571825221,0.29762524012414426
44538,sa3023362,Jonny Farmelo,2004-09-09,OF,L,R,,0.2087263130214819,0.2514075400847141
33837,23917,Jorbit Vivas,2001-03-09,2B/3B,L,R,,0.27846297803022496,0.3004280967510799
42277,31431,Jordan Beck,2001-04-19,OF,R,R,,0.2925918940461858,0.28085002961384636
26129,22650,Jordan Diaz,2000-08-13,Util,R,R,,0.308717899321371,0.29445541305456774
33638,23794,Jordan Groshans,1999-11-10,3B,R,R,,0.2919775511446317,0.27856804647413747
40260,29976,Jordan Lawlar,2002-07-17,2B/SS/3B,R,R,,0.31512805587151477,0.29932050951976724
38366,27475,Jordan Walker,2002-05-22,OF,R,R,,0.3344085004181623,0.31628578340777896
38398,27815,Jordan Westburg,1999-02-18,2B/3B,R,R,,0.3354031316438359,0.32575745526839295
13479,12180,Jorge Alfaro,1993-06-11,C,R,R,,0.2608144209926633,0.25029219541695036
13149,12174,Jorge Bonifacio,1993-06-04,Util,R,R,,0.305671356096965,0.2885575394321739
18507,17273,Jorge Mateo,1995-06-23,2B/SS/OF,R,R,,0.282200025869411,0.27250586352648326
13217,13152,Jorge Polanco,1993-07-05,2B/3B,B,R,,0.32292255544750587,0.32954089482772625
18162,14221,Jorge Soler,1992-02-25,OF,R,R,,0.33400351207973583,0.31270837508572014
18286,15676,Jose Abreu,1987-01-29,Util,R,R,,0.29124343498617955,0.276393353607412
5918,5417,Jose Altuve,1990-05-06,2B/OF,R,R,,0.33222618903847595,0.32142122596602757
18738,18821,Jose Azocar,1996-05-11,OF,R,R,,0.27727587231561335,0.26693382049364006
33734,23378,Jose Barrero,1998-04-05,SS,R,R,,0.27105240067682773,0.25597901058017497
13372,13151,Jose Briceno,1992-05-26,Util,R,R,,0.2700638289272395,0.25703445024039207
26915,23401,Jose Caballero,1996-08-30,2B/SS/3B/OF,R,R,,0.29625731786329723,0.2944359609274009
32308,21746,Jose Fermin,1999-03-29,2B,R,R,,0.3242756372064409,0.3139195972110251
21720,17040,Jose Herrera,1997-02-24,C,B,R,,0.26435650425007085,0.2720239437349409
5098,10231,Jose Iglesias,1990-01-05,2B/SS/3B,R,R,,0.2932639498362444,0.2858089168137642
32585,20538,Jose Miranda,1998-06-29,3B,R,R,,0.29495269596982504,0.28917765727903477
,12937,Jose Osuna,1992-12-12,,R,R,,0.2782864648280641,0.26492173951014475
18284,13510,Jose Ramirez,1992-09-17,3B,B,R,,0.35318040117001925,0.3460462905893239
34063,24388,Jose Rodriguez,2001-05-13,Util,R,R,,0.2906402007050126,0.2813334786788584
33151,19331,Jose Rojas,1993-02-24,OF,L,R,,0.2612353124110338,0.3014389118639339
18943,17452,Jose Siri,1995-07-22,OF,R,R,,0.2832058581061016,0.27652194456434154
33812,23691,Jose Tena,2001-03-20,2B/3B,L,R,,0.27517654445597706,0.30588129876364895
20399,16725,Jose Trevino,1992-11-28,C,R,R,,0.2959227160833312,0.28242133645840906
18152,13145,Josh Bell,1992-08-14,1B,B,R,,0.32725071784334536,0.31841159848979256
5418,5038,Josh Donaldson,1985-12-08,Util,R,R,,0.2970504539036852,0.2785140007566402
5041,8202,Josh Harrison,1987-07-08,Util,R,R,,0.2693808354174467,0.262534606870119
37786,26299,Josh Jung,1998-02-12,3B,R,R,,0.334071957154476,0.31285926516968904
23752,19953,Josh Lowe,1998-02-02,OF,L,R,,0.26064902406693763,0.31097218197424825
22655,18839,Josh Naylor,1997-06-22,1B,L,L,,0.30294942430810823,0.3491889865192851
31535,19818,Josh Palacios,1995-07-30,OF,L,R,,0.27142123221760955,0.30662821124893164
31853,19734,Josh Rojas,1994-06-30,2B/3B,L,R,,0.25772439492962435,0.29443588838748247
37960,26396,Josh Smith,1997-08-07,1B/SS/3B/OF,L,R,,0.27704571900484,0.3173468166647109
19339,15170,Josh VanMeter,1995-03-10,Util,L,R,,0.24726251604384006,0.28505782940383523
40147,sa3017022,Joshua Baez,2003-06-28,OF,R,R,,0.301940514613229,0.2902729896644893
46099,sa3067675,Josuar Gonzalez,2007-10-16,SS,B,R,,0.19562993230759398,0.19460439097848964
41335,sa3018584,Josue Briceno,2004-09-24,C/1B,L,R,,0.26079114877487103,0.3077720270348841
41342,sa3018591,Josue De Paula,2005-05-24,OF,L,L,,0.27069647751262754,0.31766079883490744
36665,sa3009808,Juan Brito,2001-09-24,2B,B,R,,0.2979415261439576,0.29780237583634284
9122,7168,Juan Centeno,1989-11-16,Util,L,R,,0.2186183222697044,0.2568528589014714
46435,sa3067129,Juan Sanchez,2007-09-27,SS/3B,R,R,,0.22314282696489424,0.21558133969642215
23717,20123,Juan Soto,1998-10-25,OF,L,L,,0.36674741162907704,0.4180141244208215
23329,18400,Juan Yepez,1998-02-19,1B,R,R,,0.3149112523291116,0.30009782336999874
33625,23697,Julio Rodriguez,2000-12-29,OF,R,R,,0.35737871986149977,0.3480600881819336
45246,sa3024329,Juneiker Caceres,2007-08-15,OF,L,L,,0.22066930150627334,0.25725010058359293
44524,33824,Jung Hoo Lee,1998-08-20,OF,L,R,,0.29287231050628904,0.3288693678925695
39108,28163,Junior Caminero,2003-07-25,3B,R,R,,0.3735053986150009,0.3540014462551953
34020,sa3005744,Junior Perez,2001-07-04,OF,R,R,,0.2828295281741827,0.2693516121796365
13702,10815,Jurickson Profar,1993-02-20,OF,B,R,,0.3352298294359355,0.3290432585172121
40252,sa3016971,Justice Bigbie,1999-01-24,OF,R,R,,0.2961042092176058,0.28600725154387
42428,sa3020240,Justin Crawford,2004-01-13,OF,L,R,,0.28252605237170414,0.31633670572307493
38311,27501,Justin Foscue,1999-03-02,1B/2B,R,R,,0.3090910322969557,0.2947185828421578
3013,5235,Justin Turner,1984-11-23,1B/3B,R,R,,0.3110346866848208,0.30343793031865024
40311,29606,Justyn-Henry Malloy,2000-02-19,1B/OF,R,R,,0.32074153529638216,0.30189226290483157
45881,sa3025360,Kaelen Culpepper,2002-12-29,SS,R,R,,0.30055862913178116,0.29083588227524043
37843,26374,Kameron Misner,1998-01-08,OF,L,L,,0.25309623870443254,0.28992020770493127
48239,sa3063134,Kazuma Okamoto,1996-06-30,Util,R,R,,0.3472226633221545,0.32829304143630395
18548,18577,Ke'Bryan Hayes,1997-01-28,3B,R,R,,0.29779801883015505,0.28209386846680007
19358,15994,Kean Wong,1995-04-17,Util,L,R,,0.24641778017370491,0.2785121089819783
22219,19610,Keibert Ruiz,1998-07-20,C,B,R,,0.29839550553629446,0.2996820662811016
44015,sa3022562,Kemp Alderman,2002-08-20,OF,R,R,,0.29569193581097336,0.28366777627559703
37300,25961,Kerry Carpenter,1997-09-02,OF,L,R,,0.2879016932802845,0.33328135581305973
23806,20003,Keston Hiura,1996-08-02,1B,R,R,,0.30366415619121573,0.29444725472787353
